timestamp,Cockatoo_health_Ashlie,airTemperature,anomaly
2016-01-04 11:00:00,0.04339859841848572,15.6,1
2016-01-04 12:00:00,0.04291500544533358,15.6,1
2016-01-04 13:00:00,0.04325713812207017,17.2,1
2016-01-04 14:00:00,0.04161745347791089,17.8,1
2016-01-04 15:00:00,0.052016785832662525,17.8,1
2016-01-04 16:00:00,0.05367505563710403,17.8,1
2016-01-04 17:00:00,0.05429653392679578,17.8,1
2016-01-04 18:00:00,0.05360727307164165,14.4,1
2016-01-04 19:00:00,0.05423864766324163,13.3,1
2016-01-04 20:00:00,0.054111345234149344,13.3,1
2016-01-04 21:00:00,0.03467242767176476,12.2,1
2016-01-04 22:00:00,0.02882196126710545,11.1,1
2016-01-04 23:00:00,0.02856484682039869,11.7,1
2016-01-05 00:00:00,0.029551849045882855,10.6,1
2016-01-05 01:00:00,0.031550073393626595,10.0,1
2016-01-05 02:00:00,0.03195463800369335,10.6,1
2016-01-05 03:00:00,0.028826459586154644,10.6,1
2016-01-05 04:00:00,0.02983195227046735,10.0,1
2016-01-05 05:00:00,0.03420614138927032,10.6,1
2016-01-05 06:00:00,0.03330157677920356,11.1,1
2016-01-05 07:00:00,0.044939793550831005,11.7,1
2016-01-05 08:00:00,0.041095056584118564,12.2,1
2016-01-05 09:00:00,0.04145617690231545,13.9,1
2016-01-05 10:00:00,0.04180152942847672,15.6,1
2016-01-05 11:00:00,0.04323940527487097,18.9,1
2016-01-05 12:00:00,0.04426038164685828,19.4,1
2016-01-05 13:00:00,0.047219115488422746,20.0,1
2016-01-05 14:00:00,0.053410601827738054,20.0,1
2016-01-05 15:00:00,0.06550793124674464,18.9,1
2016-01-05 16:00:00,0.06656752213646479,17.8,1
2016-01-05 17:00:00,0.0628744968985274,17.2,1
2016-01-05 18:00:00,0.06149093233581135,16.7,1
2016-01-05 19:00:00,0.06146784885647995,16.1,1
2016-01-05 20:00:00,0.06257351200340926,16.1,1
2016-01-05 21:00:00,0.04430491500544533,15.6,1
2016-01-05 22:00:00,0.03806820872200388,15.0,1
2016-01-05 23:00:00,0.03731850466404659,13.9,1
2016-01-06 00:00:00,0.03967043894123775,13.9,1
2016-01-06 01:00:00,0.03659979165680193,13.3,1
2016-01-06 02:00:00,0.039278753728869735,13.3,1
2016-01-06 03:00:00,0.0364468251337658,13.9,1
2016-01-06 04:00:00,0.03841140679009422,13.9,1
2016-01-06 05:00:00,0.03582127468156636,13.3,1
2016-01-06 06:00:00,0.03741692314977035,13.9,1
2016-01-06 07:00:00,0.045547019271745814,14.4,1
2016-01-06 08:00:00,0.04875389459728207,14.4,1
2016-01-06 09:00:00,0.050728964439604146,12.8,1
2016-01-06 10:00:00,0.05199124011553577,13.9,1
2016-01-06 11:00:00,0.054753397414650316,15.0,1
2016-01-06 12:00:00,0.056379847530659596,17.2,1
2016-01-06 13:00:00,0.05937321842890288,19.4,1
2016-01-06 14:00:00,0.06647393342487808,20.0,1
2016-01-06 15:00:00,0.07968239499976325,21.1,1
2016-01-06 16:00:00,0.07764089208769354,18.9,1
2016-01-06 17:00:00,0.07484052275202424,17.2,1
2016-01-06 18:00:00,0.07332013826412234,16.1,1
2016-01-06 19:00:00,0.0725956721435674,15.6,1
2016-01-06 20:00:00,0.07201250059188409,15.6,1
2016-01-06 21:00:00,0.050853780955537664,15.0,1
2016-01-06 22:00:00,0.043409015578389124,14.4,1
2016-01-06 23:00:00,0.04272001515223258,14.4,1
2016-01-07 00:00:00,0.04381490600880723,14.4,1
2016-01-07 01:00:00,0.04070322931957006,14.4,1
2016-01-07 02:00:00,0.040358918509399114,14.4,1
2016-01-07 03:00:00,0.041432927695440123,13.9,1
2016-01-07 04:00:00,0.038698754675884274,13.9,1
2016-01-07 05:00:00,0.03941931436147545,13.9,1
2016-01-07 06:00:00,0.04045025806146124,14.4,1
2016-01-07 07:00:00,0.04801010938017898,14.4,1
2016-01-07 08:00:00,0.050201406316586955,14.4,1
2016-01-07 09:00:00,0.04007900468772195,15.0,1
2016-01-07 10:00:00,0.04478817652350963,15.0,1
2016-01-07 11:00:00,0.05658115914579289,17.2,1
2016-01-07 12:00:00,0.06669058667550547,18.3,1
2016-01-07 13:00:00,0.07390804488848904,19.4,1
2016-01-07 14:00:00,0.06303927742790852,21.1,1
2016-01-07 15:00:00,0.07840915763056962,22.8,1
2016-01-07 16:00:00,0.07335553293243051,22.2,1
2016-01-07 17:00:00,0.05947828969174677,21.1,1
2016-01-07 18:00:00,0.06194412614233628,20.6,1
2016-01-07 19:00:00,0.0702336758369241,19.4,1
2016-01-07 20:00:00,0.07696420285051375,17.8,1
2016-01-07 21:00:00,0.04972714143662105,16.7,1
2016-01-07 22:00:00,0.04620031724986978,16.1,1
2016-01-07 23:00:00,0.03712768123490695,15.6,1
2016-01-08 00:00:00,0.04043378000852313,15.6,1
2016-01-08 01:00:00,0.04123386523983143,15.6,1
2016-01-08 02:00:00,0.03449315781997254,15.6,1
2016-01-08 03:00:00,0.03843439556797197,15.6,1
2016-01-08 04:00:00,0.037928405701027505,15.6,1
2016-01-08 05:00:00,0.034742861877929826,15.6,1
2016-01-08 06:00:00,0.043225910317723375,15.6,1
2016-01-08 07:00:00,0.04559974430607509,15.6,1
2016-01-08 08:00:00,0.04174825986078886,16.1,1
2016-01-08 09:00:00,0.05274200956484682,16.7,1
2016-01-08 10:00:00,0.0628987167953028,17.2,1
2016-01-08 11:00:00,0.06442876083147876,17.8,1
2016-01-08 12:00:00,0.06433434348217246,17.8,1
2016-01-08 13:00:00,0.0709437236611582,18.3,1
2016-01-08 14:00:00,0.07610869359344666,20.0,1
2016-01-08 15:00:00,0.0812481651593352,20.6,1
2016-01-08 16:00:00,0.08503087267389553,22.2,1
2016-01-08 17:00:00,0.08118855059425162,21.7,1
2016-01-08 18:00:00,0.0746161986836498,20.6,1
2016-01-08 19:00:00,0.08672534210900136,19.4,1
2016-01-08 20:00:00,0.08809801600454567,18.3,1
2016-01-08 21:00:00,0.05432082484966144,17.2,1
2016-01-08 22:00:00,0.04513054595388039,16.7,1
2016-01-08 23:00:00,0.050461361806903735,16.1,1
2016-01-09 00:00:00,0.05137684075950566,15.0,1
2016-01-09 01:00:00,0.047528102656375776,15.0,1
2016-01-09 02:00:00,0.050904233154978926,14.4,1
2016-01-09 03:00:00,0.05191779913821677,14.4,1
2016-01-09 04:00:00,0.04385505942516218,15.0,1
2016-01-09 05:00:00,0.04861018514134192,15.0,1
2016-01-09 06:00:00,0.04993529523178181,15.0,1
2016-01-09 07:00:00,0.06847731900184668,15.0,1
2016-01-09 08:00:00,0.07145222311662483,15.6,1
2016-01-09 09:00:00,0.07990397272598135,15.6,-1
2016-01-09 10:00:00,0.08168653818836119,16.1,1
2016-01-09 11:00:00,0.07742539892987357,16.7,1
2016-01-09 12:00:00,0.08545376201524693,18.9,1
2016-01-09 13:00:00,0.08197812396420286,20.0,1
2016-01-09 14:00:00,0.07718985273923953,21.7,1
2016-01-09 15:00:00,0.08903023343908328,21.1,1
2016-01-09 16:00:00,0.07600719731047871,21.7,1
2016-01-09 17:00:00,0.07209768454945784,21.7,1
2016-01-09 18:00:00,0.08195939675174013,20.6,1
2016-01-09 19:00:00,0.07620552582982149,19.4,1
2016-01-09 20:00:00,0.08504801363700933,19.4,1
2016-01-09 21:00:00,0.05896607320422368,19.4,1
2016-01-09 22:00:00,0.047905440598513184,18.9,1
2016-01-09 23:00:00,0.045138453525261614,18.3,1
2016-01-10 00:00:00,0.05495970453146456,17.8,1
2016-01-10 01:00:00,0.04933207064728443,18.3,1
2016-01-10 02:00:00,0.05386971447511719,19.4,1
2016-01-10 03:00:00,0.04340766608267437,19.4,1
2016-01-10 04:00:00,0.04859927079880676,19.4,1
2016-01-10 05:00:00,0.048112197547232345,19.4,1
2016-01-10 06:00:00,0.04559081869406695,20.6,1
2016-01-10 07:00:00,0.0802965576021592,20.6,1
2016-01-10 08:00:00,0.07704147923670628,20.6,1
2016-01-10 09:00:00,0.0678386287229509,21.1,1
2016-01-10 10:00:00,0.09214792367062834,21.7,1
2016-01-10 11:00:00,0.07799999999999999,21.1,1
2016-01-10 12:00:00,0.09402573512003408,20.0,1
2016-01-10 13:00:00,0.09407211515696765,19.4,1
2016-01-10 14:00:00,0.0823186703915905,18.9,1
2016-01-10 15:00:00,0.08157187840333348,17.8,1
2016-01-10 16:00:00,0.08406394715658885,18.3,1
2016-01-10 17:00:00,0.0840427813816942,17.2,1
2016-01-10 18:00:00,0.07672015720441308,15.6,1
2016-01-10 19:00:00,0.08390198399545433,14.4,-1
2016-01-10 20:00:00,0.07574624745489843,13.9,-1
2016-01-10 21:00:00,0.059916496993228846,13.3,1
2016-01-10 22:00:00,0.048217268810076236,12.8,1
2016-01-10 23:00:00,0.04282333443818362,12.8,1
2016-01-11 00:00:00,0.0483688858373976,12.2,1
2016-01-11 01:00:00,0.04473521473554619,11.7,1
2016-01-11 02:00:00,0.04040255220417633,11.1,1
2016-01-11 03:00:00,0.04560739144845873,10.6,1
2016-01-11 04:00:00,0.04443063118518869,9.4,-1
2016-01-11 05:00:00,0.03974736019697902,8.3,-1
2016-01-11 06:00:00,0.0469267010748615,7.2,-1
2016-01-11 07:00:00,0.05344924002083432,6.7,-1
2016-01-11 08:00:00,0.04540655334059377,6.7,-1
2016-01-11 09:00:00,0.04454396514986505,7.8,-1
2016-01-11 10:00:00,0.04551879823855296,8.9,-1
2016-01-11 11:00:00,0.04576568492826365,10.6,1
2016-01-11 12:00:00,0.045889814858658076,11.7,1
2016-01-11 13:00:00,0.04917661821108954,12.8,1
2016-01-11 14:00:00,0.07584949571475923,14.4,-1
2016-01-11 15:00:00,0.08123658790662436,15.0,-1
2016-01-11 16:00:00,0.08146839338983854,15.6,-1
2016-01-11 17:00:00,0.06393517685496472,15.0,1
2016-01-11 18:00:00,0.06033697144751172,12.8,1
2016-01-11 19:00:00,0.06537603579714947,11.1,-1
2016-01-11 20:00:00,0.07802163928216298,10.0,-1
2016-01-11 21:00:00,0.04792300771816847,8.9,-1
2016-01-11 22:00:00,0.04195915999810597,7.8,-1
2016-01-11 23:00:00,0.04111877929826223,7.8,-1
2016-01-12 00:00:00,0.03567148065722808,6.1,-1
2016-01-12 01:00:00,0.04841067285382831,5.6,-1
2016-01-12 02:00:00,0.03448925138500876,6.1,-1
2016-01-12 03:00:00,0.042976798143851504,5.0,-1
2016-01-12 04:00:00,0.03596481840996259,5.6,-1
2016-01-12 05:00:00,0.04450591884085421,5.6,-1
2016-01-12 06:00:00,0.03739462095743169,6.1,-1
2016-01-12 07:00:00,0.04180678535915526,6.1,-1
2016-01-12 08:00:00,0.05477520242435721,6.1,-1
2016-01-12 09:00:00,0.0660689426582698,9.4,-1
2016-01-12 10:00:00,0.05798614991240115,12.2,1
2016-01-12 11:00:00,0.04828528812917278,14.4,1
2016-01-12 12:00:00,0.0530102751077229,16.7,1
2016-01-12 13:00:00,0.0638261044557034,17.8,1
2016-01-12 14:00:00,0.0685381173351011,18.9,1
2016-01-12 15:00:00,0.06564664520100383,19.4,1
2016-01-12 16:00:00,0.06423426772100951,18.3,1
2016-01-12 17:00:00,0.07052100004735072,16.7,1
2016-01-12 18:00:00,0.08479774137033003,15.0,-1
2016-01-12 19:00:00,0.07250383540887352,13.3,-1
2016-01-12 20:00:00,0.05832551257161797,11.1,-1
2016-01-12 21:00:00,0.04823907381978313,11.7,1
2016-01-12 22:00:00,0.04228836592641697,10.6,1
2016-01-12 23:00:00,0.03968218192149249,10.6,1
2016-01-13 00:00:00,0.04421691367962498,10.0,-1
2016-01-13 01:00:00,0.0429229130167148,8.9,-1
2016-01-13 02:00:00,0.04002197073725082,8.3,-1
2016-01-13 03:00:00,0.043114683460391115,9.4,-1
2016-01-13 04:00:00,0.041591386902788956,9.4,-1
2016-01-13 05:00:00,0.04467676026327004,8.9,-1
2016-01-13 06:00:00,0.042197121075808516,8.9,-1
2016-01-13 07:00:00,0.04981923860031252,8.3,-1
2016-01-13 08:00:00,0.05205783891282731,8.9,-1
2016-01-13 09:00:00,0.057231947535394664,10.6,-1
2016-01-13 10:00:00,0.0688007954922108,13.9,1
2016-01-13 11:00:00,0.05606494152185235,15.6,1
2016-01-13 12:00:00,0.04193834935366257,15.0,1
2016-01-13 13:00:00,0.05994871916283915,15.0,1
2016-01-13 14:00:00,0.06048169894407879,15.6,1
2016-01-13 15:00:00,0.05780029830957905,15.6,1
2016-01-13 16:00:00,0.05996095932572565,15.0,1
2016-01-13 17:00:00,0.07260133055542402,14.4,1
2016-01-13 18:00:00,0.07921222595766844,12.8,-1
2016-01-13 19:00:00,0.06441469766560916,12.2,-1
2016-01-13 20:00:00,0.05856389980586202,11.7,-1
2016-01-13 21:00:00,0.045158695960983,11.1,1
2016-01-13 22:00:00,0.04225898480041669,10.6,1
2016-01-13 23:00:00,0.0403859084236943,10.6,1
2016-01-14 00:00:00,0.04985996022538946,10.0,-1
2016-01-14 01:00:00,0.03836935934466594,8.9,-1
2016-01-14 02:00:00,0.039485510677588896,8.9,-1
2016-01-14 03:00:00,0.043863464179175145,8.3,-1
2016-01-14 04:00:00,0.040170509967327996,8.3,-1
2016-01-14 05:00:00,0.03551212178606942,8.9,-1
2016-01-14 06:00:00,0.041504877124863865,8.9,-1
2016-01-14 07:00:00,0.04678881575832189,8.9,-1
2016-01-14 08:00:00,0.04309110279842795,9.4,-1
2016-01-14 09:00:00,0.05959735309437,11.7,-1
2016-01-14 10:00:00,0.06042049812964629,13.3,1
2016-01-14 11:00:00,0.04499140584307969,15.6,1
2016-01-14 12:00:00,0.058660897769780763,17.2,1
2016-01-14 13:00:00,0.07461378379658128,20.0,1
2016-01-14 14:00:00,0.059989038306738005,21.1,1
2016-01-14 15:00:00,0.061882996353994024,20.6,1
2016-01-14 16:00:00,0.06390480136370094,20.6,1
2016-01-14 17:00:00,0.07742198967754155,19.4,1
2016-01-14 18:00:00,0.0852237085089256,18.3,1
2016-01-14 19:00:00,0.07389914295184431,16.7,1
2016-01-14 20:00:00,0.06490103698091766,16.7,1
2016-01-14 21:00:00,0.05346673611439935,17.2,1
2016-01-14 22:00:00,0.043155381410104644,16.7,1
2016-01-14 23:00:00,0.04297104503054122,16.1,1
2016-01-15 00:00:00,0.04712278043467967,15.6,1
2016-01-15 01:00:00,0.046868246602585345,16.7,1
2016-01-15 02:00:00,0.04600714995975188,17.8,1
2016-01-15 03:00:00,0.04571887873478858,17.8,1
2016-01-15 04:00:00,0.04832184289028836,18.3,1
2016-01-15 05:00:00,0.047186467162270936,17.8,1
2016-01-15 06:00:00,0.044286684975614374,17.8,1
2016-01-15 07:00:00,0.06252904967091245,18.3,1
2016-01-15 08:00:00,0.06327423173445712,17.8,1
2016-01-15 09:00:00,0.06225410767555281,18.3,1
2016-01-15 10:00:00,0.06176061840049245,19.4,1
2016-01-15 11:00:00,0.06331137837965813,20.0,1
2016-01-15 12:00:00,0.06478038732894549,17.8,1
2016-01-15 13:00:00,0.07227894313177707,18.9,1
2016-01-15 14:00:00,0.08073317865429235,22.8,1
2016-01-15 15:00:00,0.09210035986552394,23.9,1
2016-01-15 16:00:00,0.07556674084947204,23.3,1
2016-01-15 17:00:00,0.06619375917420332,22.8,1
2016-01-15 18:00:00,0.07413395520621241,20.6,1
2016-01-15 19:00:00,0.08951657275439177,18.9,1
2016-01-15 20:00:00,0.08909441734930632,17.8,1
2016-01-15 21:00:00,0.057788389601780385,17.2,1
2016-01-15 22:00:00,0.046471660589990055,16.7,1
2016-01-15 23:00:00,0.047881883611913444,15.6,1
2016-01-16 00:00:00,0.04399685117666556,15.0,1
2016-01-16 01:00:00,0.052529025995549025,12.8,1
2016-01-16 02:00:00,0.050194493110469245,11.7,1
2016-01-16 06:00:00,0.05112313556513092,11.1,-1
2016-01-16 07:00:00,0.08058880628817652,11.7,-1
2016-01-16 08:00:00,0.08261674321700838,12.8,-1
2016-01-16 09:00:00,0.07203080164780529,15.6,1
2016-01-16 10:00:00,0.07053958520763294,18.9,1
2016-01-16 11:00:00,0.08542412046024905,21.1,1
2016-01-16 12:00:00,0.06748293006297647,23.9,1
2016-01-16 13:00:00,0.08629196458165633,24.4,1
2016-01-16 14:00:00,0.0774914295184431,25.0,1
2016-01-16 15:00:00,0.0843859084236943,25.0,1
2016-01-16 16:00:00,0.07523294190065817,25.6,1
2016-01-16 17:00:00,0.08167320895875751,24.4,1
2016-01-16 18:00:00,0.06417605000236754,21.7,1
2016-01-16 19:00:00,0.08053534731758133,20.0,1
2016-01-16 20:00:00,0.08539047776883375,16.1,-1
2016-01-16 21:00:00,0.06322145934940102,17.2,1
2016-01-16 22:00:00,0.04765741749135849,17.8,1
2016-01-16 23:00:00,0.05023223163975567,18.3,1
2016-01-17 00:00:00,0.05504746910365074,17.8,1
2016-01-17 01:00:00,0.045602561674321695,15.6,1
2016-01-17 02:00:00,0.049571452246791985,14.4,1
2016-01-17 03:00:00,0.05326523509635873,14.4,1
2016-01-17 04:00:00,0.04695515886168852,15.0,1
2016-01-17 05:00:00,0.05170356077465789,17.8,1
2016-01-17 06:00:00,0.05442691415313224,19.4,1
2016-01-17 07:00:00,0.08135505942516218,18.3,1
2016-01-17 08:00:00,0.07934660732042237,18.9,1
2016-01-17 09:00:00,0.0745495051849046,20.0,1
2016-01-17 10:00:00,0.06809273639850372,20.6,1
2016-01-17 11:00:00,0.06240056347364931,15.6,1
2016-01-17 12:00:00,0.06975398929873573,15.0,1
2016-01-17 13:00:00,0.0828345565604432,17.2,1
2016-01-17 14:00:00,0.08306569913348169,17.8,1
2016-01-17 15:00:00,0.06847682181921491,17.8,1
2016-01-17 16:00:00,0.06408622567356409,16.7,1
2016-01-17 17:00:00,0.0609845163123254,15.6,1
2016-01-17 18:00:00,0.06559036886216203,13.9,1
2016-01-17 19:00:00,0.0649745489843269,13.3,1
2016-01-17 20:00:00,0.06583590605615795,12.2,-1
2016-01-17 21:00:00,0.05221087646195369,12.2,1
2016-01-17 22:00:00,0.04493280931862304,11.7,1
2016-01-17 23:00:00,0.04461248165159335,11.1,1
2016-01-18 00:00:00,0.043733557460107014,10.6,1
2016-01-18 01:00:00,0.04578398598418485,10.0,-1
2016-01-18 02:00:00,0.04249895828400966,9.4,-1
2016-01-18 03:00:00,0.04414830247644301,8.9,-1
2016-01-18 04:00:00,0.040719044462332495,8.3,-1
2016-01-18 05:00:00,0.04383057909938917,7.2,-1
2016-01-18 06:00:00,0.04677141436621052,6.7,-1
2016-01-18 07:00:00,0.050390335716653245,6.1,-1
2016-01-18 08:00:00,0.052420782234007285,6.7,-1
2016-01-18 09:00:00,0.06857490884985085,8.9,-1
2016-01-18 10:00:00,0.08020363180074813,11.1,-1
2016-01-18 11:00:00,0.07148669444575974,12.2,-1
2016-01-18 12:00:00,0.059392371797907094,13.3,1
2016-01-18 13:00:00,0.05950177565225626,14.4,1
2016-01-18 14:00:00,0.06666852123680098,15.0,1
2016-01-18 15:00:00,0.07582967943557933,15.6,1
2016-01-18 16:00:00,0.0626941616553814,15.6,1
2016-01-18 17:00:00,0.0567339599412851,14.4,1
2016-01-18 18:00:00,0.05961127420805909,12.8,1
2016-01-18 19:00:00,0.07324811780860836,12.2,-1
2016-01-18 20:00:00,0.07686180690373598,11.7,-1
2016-01-18 21:00:00,0.04940842369430371,10.6,-1
2016-01-18 22:00:00,0.03756896633363322,10.0,1
2016-01-18 23:00:00,0.04105360102277569,10.0,-1
2016-01-19 00:00:00,0.04721078176050002,9.4,-1
2016-01-19 01:00:00,0.045450021307827076,9.4,-1
2016-01-19 02:00:00,0.04202260997206307,8.3,-1
2016-01-19 03:00:00,0.036107959657180735,8.3,-1
2016-01-19 04:00:00,0.04976303328756096,7.8,-1
2016-01-19 05:00:00,0.040537785880013257,7.2,-1
2016-01-19 06:00:00,0.03633043704720867,6.1,-1
2016-01-19 07:00:00,0.05487220038827596,6.1,-1
2016-01-19 08:00:00,0.06008669918083242,6.1,-1
2016-01-19 09:00:00,0.04213876130498603,6.7,-1
2016-01-19 10:00:00,0.05184925896112505,7.8,-1
2016-01-19 11:00:00,0.05278147639566267,8.3,-1
2016-01-19 12:00:00,0.061221222595766844,9.4,-1
2016-01-19 13:00:00,0.07087362091008097,11.7,-1
2016-01-19 14:00:00,0.07733349116908945,12.2,-1
2016-01-19 15:00:00,0.06570876935460959,12.8,-1
2016-01-19 16:00:00,0.05604228419906245,13.3,1
2016-01-19 17:00:00,0.05940077655192007,12.2,1
2016-01-19 18:00:00,0.07321030825323169,9.4,-1
2016-01-19 19:00:00,0.082353970358445,8.3,-1
2016-01-19 20:00:00,0.06833611913442872,7.8,-1
2016-01-19 21:00:00,0.04622037028268383,7.2,-1
2016-01-19 22:00:00,0.04071063970831952,6.1,-1
2016-01-19 23:00:00,0.04432707514560348,5.6,-1
2016-01-20 00:00:00,0.04016184478431744,4.4,-1
2016-01-20 01:00:00,0.044077868270277945,5.0,-1
2016-01-20 02:00:00,0.047766063734078316,3.9,-1
2016-01-20 03:00:00,0.04882832993986457,3.9,-1
2016-01-20 04:00:00,0.040631374591599975,3.9,-1
2016-01-20 05:00:00,0.045549363132724084,3.9,-1
2016-01-20 06:00:00,0.04075642786116768,3.9,-1
2016-01-20 07:00:00,0.05495305175434443,3.9,-1
2016-01-20 08:00:00,0.07047163691462663,3.3,-1
2016-01-20 09:00:00,0.055679269851792224,7.8,-1
2016-01-20 10:00:00,0.05454157393815995,12.2,1
2016-01-20 11:00:00,0.059806595956247925,15.0,1
2016-01-20 12:00:00,0.06047720062502959,16.1,1
2016-01-20 13:00:00,0.05780122164875231,17.2,1
2016-01-20 14:00:00,0.06853593920166674,17.2,1
2016-01-20 15:00:00,0.08235529617879635,18.3,1
2016-01-20 16:00:00,0.08592693782849566,17.8,1
2016-01-20 17:00:00,0.0875457408021213,17.8,1
2016-01-20 18:00:00,0.0794660968795871,16.1,1
2016-01-20 19:00:00,0.06986822292722193,14.4,1
2016-01-20 20:00:00,0.0692975519674227,12.2,-1
2016-01-20 21:00:00,0.049192599081395894,12.2,1
2016-01-20 22:00:00,0.04941249585681139,11.1,1
2016-01-20 23:00:00,0.04394296604952886,8.3,-1
2016-01-21 00:00:00,0.04598932241109901,8.9,-1
2016-01-21 01:00:00,0.0442343860978266,8.9,-1
2016-01-21 02:00:00,0.042940077655192005,8.3,-1
2016-01-21 03:00:00,0.04494637530186089,7.2,-1
2016-01-21 04:00:00,0.045792414413561244,7.2,-1
2016-01-21 05:00:00,0.04971291254320753,7.2,-1
2016-01-21 06:00:00,0.042805033382262415,7.2,-1
2016-01-21 07:00:00,0.057379231971210753,6.7,-1
2016-01-21 08:00:00,0.06391294568871632,8.9,-1
2016-01-21 09:00:00,0.06886708650977792,12.2,-1
2016-01-21 10:00:00,0.05481983048439793,15.0,1
2016-01-21 11:00:00,0.050594417349306316,18.9,1
2016-01-21 12:00:00,0.05231571097116341,20.0,1
2016-01-21 13:00:00,0.05652822103319286,20.6,1
2016-01-21 14:00:00,0.06787700648704957,21.7,1
2016-01-21 15:00:00,0.060807258866423596,21.1,1
